departamento,municipio,year,total_homicides,municipio_code,region,population,homic_rate
AMAZONAS,LETICIA (CT),2003,10,91001,Amazonia,37049,26.991281815973437
AMAZONAS,LETICIA (CT),2004,5,91001,Amazonia,37459,13.347927066926506
AMAZONAS,LETICIA (CT),2005,11,91001,Amazonia,37832,29.075914569676463
AMAZONAS,LETICIA (CT),2006,10,91001,Amazonia,38234,26.154731390908616
AMAZONAS,LETICIA (CT),2007,8,91001,Amazonia,38609,20.720557382993604
AMAZONAS,LETICIA (CT),2008,9,91001,Amazonia,38957,23.102394948276306
AMAZONAS,LETICIA (CT),2009,6,91001,Amazonia,39317,15.260574306279727
AMAZONAS,LETICIA (CT),2010,10,91001,Amazonia,39667,25.209872185948015
AMAZONAS,LETICIA (CT),2011,10,91001,Amazonia,40008,24.99500099980004
AMAZONAS,LETICIA (CT),2012,10,91001,Amazonia,40342,24.788062069307422
AMAZONAS,LETICIA (CT),2013,11,91001,Amazonia,40673,27.044968406559637
AMAZONAS,LETICIA (CT),2014,20,91001,Amazonia,41000,48.78048780487805
AMAZONAS,LETICIA (CT),2015,9,91001,Amazonia,41326,21.77805739728016
AMAZONAS,LETICIA (CT),2016,17,91001,Amazonia,41639,40.82710920050914
AMAZONAS,LETICIA (CT),2017,4,91001,Amazonia,41957,9.533570083657079
AMAZONAS,LETICIA (CT),2018,7,91001,Amazonia,48144,14.53971419076105
AMAZONAS,LETICIA (CT),2019,5,91001,Amazonia,49521,10.096726641222917
AMAZONAS,LETICIA (CT),2020,7,91001,Amazonia,50950,13.738959764474977
AMAZONAS,LETICIA (CT),2021,24,91001,Amazonia,52226,45.954122467736376
AMAZONAS,LETICIA (CT),2022,33,91001,Amazonia,53201,62.028909231029495
AMAZONAS,LETICIA (CT),2023,21,91001,Amazonia,54110,38.809831824062094
AMAZONAS,LETICIA (CT),2024,21,91001,Amazonia,54927,38.23256322027418
AMAZONAS,PUERTO NARIÑO,2003,3,91540,Amazonia,6640,45.18072289156627
AMAZONAS,PUERTO NARIÑO,2011,1,91540,Amazonia,7691,13.00221037576388
AMAZONAS,PUERTO NARIÑO,2016,1,91540,Amazonia,8279,12.078753472641623
AMAZONAS,PUERTO NARIÑO,2017,1,91540,Amazonia,8398,11.907597046915932
AMAZONAS,PUERTO NARIÑO,2018,1,91540,Amazonia,9744,10.262725779967159
AMAZONAS,PUERTO NARIÑO,2019,1,91540,Amazonia,9989,10.011012113324657
ANTIOQUIA,ABEJORRAL,2003,31,05002,Andina,20570,150.70491006319884
ANTIOQUIA,ABEJORRAL,2004,10,05002,Andina,20401,49.017205038968676
ANTIOQUIA,ABEJORRAL,2005,14,05002,Andina,20249,69.13921675144451
ANTIOQUIA,ABEJORRAL,2006,14,05002,Andina,20113,69.6067220205837
ANTIOQUIA,ABEJORRAL,2007,6,05002,Andina,20022,29.967036260113876
ANTIOQUIA,ABEJORRAL,2008,5,05002,Andina,19930,25.087807325639737
ANTIOQUIA,ABEJORRAL,2009,2,05002,Andina,19853,10.074044225054147
ANTIOQUIA,ABEJORRAL,2010,4,05002,Andina,19750,20.253164556962027
ANTIOQUIA,ABEJORRAL,2011,3,05002,Andina,19672,15.250101667344449
ANTIOQUIA,ABEJORRAL,2012,8,05002,Andina,19570,40.87889626980071
ANTIOQUIA,ABEJORRAL,2013,6,05002,Andina,19478,30.803983981928333
ANTIOQUIA,ABEJORRAL,2014,4,05002,Andina,19382,20.637705087194306
ANTIOQUIA,ABEJORRAL,2015,5,05002,Andina,19290,25.92016588906169
ANTIOQUIA,ABEJORRAL,2016,7,05002,Andina,19195,36.46783016410524
ANTIOQUIA,ABEJORRAL,2017,2,05002,Andina,19096,10.473397570171764
ANTIOQUIA,ABEJORRAL,2018,5,05002,Andina,20367,24.54951637452742
ANTIOQUIA,ABEJORRAL,2019,4,05002,Andina,20627,19.392058951859212
ANTIOQUIA,ABEJORRAL,2020,5,05002,Andina,20823,24.011909907314028
ANTIOQUIA,ABEJORRAL,2021,2,05002,Andina,20924,9.558401835213152
ANTIOQUIA,ABEJORRAL,2022,4,05002,Andina,21109,18.949263347387372
ANTIOQUIA,ABEJORRAL,2023,12,05002,Andina,21297,56.34596422031272
ANTIOQUIA,ABEJORRAL,2024,10,05002,Andina,21468,46.5809577044904
ANTIOQUIA,ABRIAQUÍ,2003,6,05004,Andina,2799,214.36227224008573
ANTIOQUIA,ABRIAQUÍ,2004,1,05004,Andina,2744,36.44314868804665
ANTIOQUIA,ABRIAQUÍ,2006,2,05004,Andina,2636,75.87253414264036
ANTIOQUIA,ABRIAQUÍ,2017,1,05004,Andina,2019,49.529470034670624
ANTIOQUIA,ALEJANDRÍA,2003,3,05021,Andina,3912,76.68711656441718
ANTIOQUIA,ALEJANDRÍA,2004,5,05021,Andina,3858,129.60082944530845
ANTIOQUIA,ALEJANDRÍA,2005,3,05021,Andina,3816,78.61635220125787
ANTIOQUIA,ALEJANDRÍA,2006,3,05021,Andina,3789,79.1765637371338
ANTIOQUIA,ALEJANDRÍA,2007,2,05021,Andina,3747,53.37603416066186
ANTIOQUIA,ALEJANDRÍA,2013,1,05021,Andina,3550,28.169014084507044
ANTIOQUIA,ALEJANDRÍA,2015,1,05021,Andina,3466,28.851702250432773
ANTIOQUIA,ALEJANDRÍA,2016,1,05021,Andina,3435,29.11208151382824
ANTIOQUIA,ALEJANDRÍA,2017,2,05021,Andina,3393,58.944886531093424
ANTIOQUIA,ALEJANDRÍA,2020,1,05021,Andina,4790,20.876826722338205
ANTIOQUIA,ALEJANDRÍA,2023,2,05021,Andina,4912,40.71661237785016
ANTIOQUIA,ALEJANDRÍA,2024,1,05021,Andina,4955,20.181634712411707
ANTIOQUIA,AMAGÁ,2003,27,05030,Andina,26571,101.614542170035
ANTIOQUIA,AMAGÁ,2004,13,05030,Andina,26858,48.402710551790904
ANTIOQUIA,AMAGÁ,2005,6,05030,Andina,27155,22.095378383354813
ANTIOQUIA,AMAGÁ,2006,8,05030,Andina,27455,29.1385904206884
ANTIOQUIA,AMAGÁ,2007,18,05030,Andina,27709,64.96084304738532
ANTIOQUIA,AMAGÁ,2008,15,05030,Andina,27950,53.66726296958855
ANTIOQUIA,AMAGÁ,2009,8,05030,Andina,28192,28.37684449489217
ANTIOQUIA,AMAGÁ,2010,10,05030,Andina,28433,35.170400590862734
ANTIOQUIA,AMAGÁ,2011,17,05030,Andina,28664,59.30784259000837
ANTIOQUIA,AMAGÁ,2012,26,05030,Andina,28897,89.9747378620618
ANTIOQUIA,AMAGÁ,2013,25,05030,Andina,29117,85.86049386956074
ANTIOQUIA,AMAGÁ,2014,11,05030,Andina,29339,37.49275708101844
ANTIOQUIA,AMAGÁ,2015,8,05030,Andina,29555,27.068177973270174
ANTIOQUIA,AMAGÁ,2016,9,05030,Andina,29770,30.231776956667787
ANTIOQUIA,AMAGÁ,2017,13,05030,Andina,29980,43.36224149432955
ANTIOQUIA,AMAGÁ,2018,5,05030,Andina,30227,16.54150263009892
ANTIOQUIA,AMAGÁ,2019,15,05030,Andina,30789,48.718698236383126
ANTIOQUIA,AMAGÁ,2020,20,05030,Andina,31262,63.97543343356151
ANTIOQUIA,AMAGÁ,2021,20,05030,Andina,31548,63.39546088500064
ANTIOQUIA,AMAGÁ,2022,9,05030,Andina,31851,28.256569652444195
ANTIOQUIA,AMAGÁ,2023,19,05030,Andina,32142,59.112687449443094
ANTIOQUIA,AMAGÁ,2024,12,05030,Andina,32412,37.02332469455757
ANTIOQUIA,AMALFI,2003,16,05031,Andina,20262,78.96555127825486
ANTIOQUIA,AMALFI,2004,7,05031,Andina,20391,34.32887058015792
ANTIOQUIA,AMALFI,2005,8,05031,Andina,20525,38.9768574908648
ANTIOQUIA,AMALFI,2006,14,05031,Andina,20665,67.74739898378903
ANTIOQUIA,AMALFI,2007,10,05031,Andina,20826,48.01690194948622
ANTIOQUIA,AMALFI,2008,23,05031,Andina,20985,109.60209673576364
ANTIOQUIA,AMALFI,2009,7,05031,Andina,21138,33.115715772542345
ANTIOQUIA,AMALFI,2010,6,05031,Andina,21295,28.17562808170932
ANTIOQUIA,AMALFI,2011,7,05031,Andina,21449,32.635554105086484
ANTIOQUIA,AMALFI,2012,11,05031,Andina,21615,50.89058524173028
ANTIOQUIA,AMALFI,2013,11,05031,Andina,21768,50.53289231900037
ANTIOQUIA,AMALFI,2014,19,05031,Andina,21932,86.63140616450849
ANTIOQUIA,AMALFI,2015,15,05031,Andina,22088,67.91017747193047
ANTIOQUIA,AMALFI,2016,7,05031,Andina,22253,31.456432840515884
ANTIOQUIA,AMALFI,2017,4,05031,Andina,22414,17.84598911394664
ANTIOQUIA,AMALFI,2018,8,05031,Andina,25962,30.814267005623606
ANTIOQUIA,AMALFI,2019,15,05031,Andina,26439,56.73436968115284
ANTIOQUIA,AMALFI,2020,7,05031,Andina,26876,26.045542491442177
ANTIOQUIA,AMALFI,2021,20,05031,Andina,27155,73.65126127784937
ANTIOQUIA,AMALFI,2022,13,05031,Andina,27398,47.448718884590114
ANTIOQUIA,AMALFI,2023,14,05031,Andina,27637,50.65672829901943
ANTIOQUIA,AMALFI,2024,35,05031,Andina,27846,125.6913021618904
ANTIOQUIA,ANDES,2003,40,05034,Andina,40858,97.90004405501982
ANTIOQUIA,ANDES,2004,11,05034,Andina,41211,26.691902647351437
ANTIOQUIA,ANDES,2005,20,05034,Andina,41591,48.0873265850785
ANTIOQUIA,ANDES,2006,33,05034,Andina,41988,78.59388396684767
ANTIOQUIA,ANDES,2007,15,05034,Andina,42428,35.35401150183841
ANTIOQUIA,ANDES,2008,20,05034,Andina,42852,46.67226733874732
ANTIOQUIA,ANDES,2009,14,05034,Andina,43290,32.34003234003234
ANTIOQUIA,ANDES,2010,11,05034,Andina,43715,25.16298753288345
ANTIOQUIA,ANDES,2011,15,05034,Andina,44149,33.97585449274049
ANTIOQUIA,ANDES,2012,35,05034,Andina,44573,78.52287259103045
ANTIOQUIA,ANDES,2013,31,05034,Andina,44994,68.89807529892875
ANTIOQUIA,ANDES,2014,32,05034,Andina,45417,70.45819847193782
ANTIOQUIA,ANDES,2015,25,05034,Andina,45814,54.56847251931724
ANTIOQUIA,ANDES,2016,23,05034,Andina,46221,49.76093117846866
ANTIOQUIA,ANDES,2017,29,05034,Andina,46621,62.20372793376375
ANTIOQUIA,ANDES,2018,43,05034,Andina,43269,99.37830779541935
ANTIOQUIA,ANDES,2019,34,05034,Andina,43983,77.30259418411659
ANTIOQUIA,ANDES,2020,40,05034,Andina,44614,89.65795490204869
ANTIOQUIA,ANDES,2021,45,05034,Andina,44983,100.03779205477626
ANTIOQUIA,ANDES,2022,33,05034,Andina,45394,72.69683218046437
ANTIOQUIA,ANDES,2023,40,05034,Andina,45796,87.34387282732116
ANTIOQUIA,ANDES,2024,19,05034,Andina,46183,41.14067947080094
ANTIOQUIA,ANGELÓPOLIS,2003,6,05036,Andina,7388,81.21277747698971
ANTIOQUIA,ANGELÓPOLIS,2004,1,05036,Andina,7513,13.31026221216558
ANTIOQUIA,ANGELÓPOLIS,2005,3,05036,Andina,7641,39.26187671770711
ANTIOQUIA,ANGELÓPOLIS,2006,3,05036,Andina,7765,38.6349001931745
ANTIOQUIA,ANGELÓPOLIS,2007,2,05036,Andina,7894,25.33569799847986
ANTIOQUIA,ANGELÓPOLIS,2008,1,05036,Andina,8034,12.447099825740603
ANTIOQUIA,ANGELÓPOLIS,2009,2,05036,Andina,8151,24.5368666421298
ANTIOQUIA,ANGELÓPOLIS,2010,1,05036,Andina,8287,12.067093037287318
ANTIOQUIA,ANGELÓPOLIS,2011,2,05036,Andina,8415,23.767082590612002
ANTIOQUIA,ANGELÓPOLIS,2012,9,05036,Andina,8551,105.25084785405217
ANTIOQUIA,ANGELÓPOLIS,2013,7,05036,Andina,8680,80.64516129032258
ANTIOQUIA,ANGELÓPOLIS,2014,3,05036,Andina,8806,34.06768112650465
ANTIOQUIA,ANGELÓPOLIS,2015,4,05036,Andina,8946,44.7127207690588
ANTIOQUIA,ANGELÓPOLIS,2016,5,05036,Andina,9082,55.05395287381634
ANTIOQUIA,ANGELÓPOLIS,2017,4,05036,Andina,9216,43.40277777777778
ANTIOQUIA,ANGELÓPOLIS,2018,4,05036,Andina,5756,69.49270326615705
ANTIOQUIA,ANGELÓPOLIS,2019,1,05036,Andina,5849,17.096939647803044
ANTIOQUIA,ANGELÓPOLIS,2020,7,05036,Andina,5905,118.54360711261641
ANTIOQUIA,ANGELÓPOLIS,2021,3,05036,Andina,5963,50.31024652020795
ANTIOQUIA,ANGELÓPOLIS,2022,3,05036,Andina,6010,49.91680532445923
ANTIOQUIA,ANGELÓPOLIS,2023,5,05036,Andina,6082,82.20979940808945
ANTIOQUIA,ANGELÓPOLIS,2024,4,05036,Andina,6109,65.47716483876248
ANTIOQUIA,ANGOSTURA,2003,12,05038,Andina,12691,94.55519659601292
ANTIOQUIA,ANGOSTURA,2004,4,05038,Andina,12609,31.72337219446427
ANTIOQUIA,ANGOSTURA,2005,9,05038,Andina,12519,71.89072609633358
ANTIOQUIA,ANGOSTURA,2006,3,05038,Andina,12417,24.160425223483934
ANTIOQUIA,ANGOSTURA,2007,4,05038,Andina,12294,32.53619651862697
ANTIOQUIA,ANGOSTURA,2008,5,05038,Andina,12175,41.067761806981515
ANTIOQUIA,ANGOSTURA,2009,4,05038,Andina,12046,33.20604349991699
ANTIOQUIA,ANGOSTURA,2010,1,05038,Andina,11930,8.382229673093043
ANTIOQUIA,ANGOSTURA,2011,3,05038,Andina,11811,25.400050800101596
ANTIOQUIA,ANGOSTURA,2012,3,05038,Andina,11695,25.65198802907225
ANTIOQUIA,ANGOSTURA,2013,1,05038,Andina,11579,8.636324380343726
ANTIOQUIA,ANGOSTURA,2014,5,05038,Andina,11464,43.61479413817167
ANTIOQUIA,ANGOSTURA,2015,7,05038,Andina,11354,61.652281134401974
ANTIOQUIA,ANGOSTURA,2016,6,05038,Andina,11240,53.38078291814947
ANTIOQUIA,ANGOSTURA,2017,9,05038,Andina,11139,80.79719903043362
ANTIOQUIA,ANGOSTURA,2018,4,05038,Andina,11437,34.97420652268952
ANTIOQUIA,ANGOSTURA,2019,8,05038,Andina,11590,69.02502157031924
ANTIOQUIA,ANGOSTURA,2020,7,05038,Andina,11742,59.61505706012604
ANTIOQUIA,ANGOSTURA,2021,14,05038,Andina,11783,118.81524229822625
ANTIOQUIA,ANGOSTURA,2022,14,05038,Andina,11909,117.55814929884961
ANTIOQUIA,ANGOSTURA,2023,8,05038,Andina,12005,66.63890045814244
ANTIOQUIA,ANGOSTURA,2024,4,05038,Andina,12121,33.000577510106424
ANTIOQUIA,ANORÍ,2003,10,05040,Andina,14640,68.30601092896175
ANTIOQUIA,ANORÍ,2004,12,05040,Andina,14832,80.90614886731392
ANTIOQUIA,ANORÍ,2005,23,05040,Andina,15016,153.16995205114546
ANTIOQUIA,ANORÍ,2006,23,05040,Andina,15190,151.41540487162607
ANTIOQUIA,ANORÍ,2007,21,05040,Andina,15407,136.30168105406634
ANTIOQUIA,ANORÍ,2008,12,05040,Andina,15605,76.8984299903877
ANTIOQUIA,ANORÍ,2009,4,05040,Andina,15812,25.297242600556537
ANTIOQUIA,ANORÍ,2010,2,05040,Andina,16025,12.480499219968797
ANTIOQUIA,ANORÍ,2011,5,05040,Andina,16237,30.793865861920306
ANTIOQUIA,ANORÍ,2012,19,05040,Andina,16447,115.52258770596463
ANTIOQUIA,ANORÍ,2013,12,05040,Andina,16658,72.03745947892904
ANTIOQUIA,ANORÍ,2014,19,05040,Andina,16870,112.62596324836987
ANTIOQUIA,ANORÍ,2015,16,05040,Andina,17086,93.64391899801007
ANTIOQUIA,ANORÍ,2016,10,05040,Andina,17304,57.790106333795656
ANTIOQUIA,ANORÍ,2017,8,05040,Andina,17521,45.65949432110039
ANTIOQUIA,ANORÍ,2018,26,05040,Andina,18321,141.9136510015829
ANTIOQUIA,ANORÍ,2019,7,05040,Andina,18675,37.48326639892905
ANTIOQUIA,ANORÍ,2020,18,05040,Andina,18978,94.84666455896301
ANTIOQUIA,ANORÍ,2021,20,05040,Andina,19192,104.21008753647354
ANTIOQUIA,ANORÍ,2022,24,05040,Andina,19349,124.03741795441626
ANTIOQUIA,ANORÍ,2023,31,05040,Andina,19527,158.7545449889896
ANTIOQUIA,ANORÍ,2024,32,05040,Andina,19675,162.64294790343075
ANTIOQUIA,ANZA,2003,3,05044,Andina,7362,40.74979625101874
ANTIOQUIA,ANZA,2004,7,05044,Andina,7390,94.72259810554803
ANTIOQUIA,ANZA,2005,3,05044,Andina,7415,40.45853000674309
ANTIOQUIA,ANZA,2006,4,05044,Andina,7433,53.81407237992735
ANTIOQUIA,ANZA,2007,2,05044,Andina,7451,26.84203462622467
ANTIOQUIA,ANZA,2008,2,05044,Andina,7468,26.78093197643278
ANTIOQUIA,ANZA,2010,1,05044,Andina,7500,13.333333333333334
ANTIOQUIA,ANZA,2011,2,05044,Andina,7515,26.61343978709248
ANTIOQUIA,ANZA,2013,4,05044,Andina,7543,53.02929868752486
ANTIOQUIA,ANZA,2015,1,05044,Andina,7568,13.213530655391121
ANTIOQUIA,ANZA,2016,7,05044,Andina,7580,92.34828496042216
ANTIOQUIA,ANZA,2017,3,05044,Andina,7591,39.52048478461336
ANTIOQUIA,ANZA,2018,3,05044,Andina,7010,42.796005706134096
ANTIOQUIA,ANZA,2019,1,05044,Andina,7117,14.05086412814388
ANTIOQUIA,ANZA,2020,4,05044,Andina,7230,55.32503457814661
ANTIOQUIA,ANZA,2021,3,05044,Andina,7281,41.203131437989285
ANTIOQUIA,ANZA,2022,1,05044,Andina,7341,13.622122326658495
ANTIOQUIA,ANZA,2023,5,05044,Andina,7433,67.26759047490918
ANTIOQUIA,ANZA,2024,5,05044,Andina,7483,66.81812107443538
ANTIOQUIA,APARTADÓ,2003,47,05045,Andina,122640,38.3235485975212
ANTIOQUIA,APARTADÓ,2004,46,05045,Andina,127058,36.20393835885973
ANTIOQUIA,APARTADÓ,2005,50,05045,Andina,131416,38.04711755037438
ANTIOQUIA,APARTADÓ,2006,27,05045,Andina,135654,19.90357822106241
ANTIOQUIA,APARTADÓ,2007,63,05045,Andina,139913,45.027981674326185
ANTIOQUIA,APARTADÓ,2008,55,05045,Andina,144283,38.11952898123826
ANTIOQUIA,APARTADÓ,2009,53,05045,Andina,148745,35.63144979663182
ANTIOQUIA,APARTADÓ,2010,43,05045,Andina,153319,28.046099961518145
ANTIOQUIA,APARTADÓ,2011,78,05045,Andina,158059,49.34866094306557
ANTIOQUIA,APARTADÓ,2012,43,05045,Andina,162914,26.394293921946545
ANTIOQUIA,APARTADÓ,2013,34,05045,Andina,167895,20.25075195806903
ANTIOQUIA,APARTADÓ,2014,38,05045,Andina,173008,21.96430222879867
ANTIOQUIA,APARTADÓ,2015,27,05045,Andina,178257,15.146670256988505
ANTIOQUIA,APARTADÓ,2016,35,05045,Andina,183716,19.051144157286245
ANTIOQUIA,APARTADÓ,2017,54,05045,Andina,189325,28.522382147101542
ANTIOQUIA,APARTADÓ,2018,54,05045,Andina,121003,44.62699271918878
ANTIOQUIA,APARTADÓ,2019,45,05045,Andina,123757,36.36157954701552
ANTIOQUIA,APARTADÓ,2020,37,05045,Andina,126239,29.309484390719195
ANTIOQUIA,APARTADÓ,2021,61,05045,Andina,128054,47.63615349774314
ANTIOQUIA,APARTADÓ,2022,53,05045,Andina,129245,41.00738906727533
ANTIOQUIA,APARTADÓ,2023,44,05045,Andina,130362,33.75216704254307
ANTIOQUIA,APARTADÓ,2024,33,05045,Andina,131422,25.109951149731398
ANTIOQUIA,ARBOLETES,2003,1,05051,Andina,29098,3.436662313561069
ANTIOQUIA,ARBOLETES,2004,1,05051,Andina,29894,3.3451528734863185
ANTIOQUIA,ARBOLETES,2005,2,05051,Andina,30738,6.506604203266315
ANTIOQUIA,ARBOLETES,2006,5,05051,Andina,31609,15.818279603910279
ANTIOQUIA,ARBOLETES,2007,5,05051,Andina,32493,15.387929707937095
ANTIOQUIA,ARBOLETES,2008,4,05051,Andina,33385,11.981428785382656
ANTIOQUIA,ARBOLETES,2009,6,05051,Andina,34293,17.496282040066486
ANTIOQUIA,ARBOLETES,2010,4,05051,Andina,35212,11.359763716914689
ANTIOQUIA,ARBOLETES,2011,6,05051,Andina,36149,16.597969515062655
ANTIOQUIA,ARBOLETES,2012,7,05051,Andina,37124,18.855726753582587
ANTIOQUIA,ARBOLETES,2013,6,05051,Andina,38100,15.74803149606299
ANTIOQUIA,ARBOLETES,2014,8,05051,Andina,39113,20.453557640682128
ANTIOQUIA,ARBOLETES,2015,5,05051,Andina,40147,12.454230702169525
ANTIOQUIA,ARBOLETES,2016,8,05051,Andina,41209,19.413234972942803
ANTIOQUIA,ARBOLETES,2017,11,05051,Andina,42301,26.004113377934328
ANTIOQUIA,ARBOLETES,2018,2,05051,Andina,29295,6.827103601297149
ANTIOQUIA,ARBOLETES,2019,4,05051,Andina,30001,13.33288890370321
ANTIOQUIA,ARBOLETES,2020,2,05051,Andina,30663,6.522518996836578
ANTIOQUIA,ARBOLETES,2021,1,05051,Andina,31156,3.2096546411606113
ANTIOQUIA,ARBOLETES,2022,2,05051,Andina,31470,6.355258976803305
ANTIOQUIA,ARBOLETES,2024,3,05051,Andina,32192,9.319085487077535
ANTIOQUIA,ARGELIA,2003,10,05055,Andina,10390,96.24639076034649
ANTIOQUIA,ARGELIA,2004,22,05055,Andina,10244,214.7598594299102
ANTIOQUIA,ARGELIA,2005,9,05055,Andina,10091,89.18838569021901
ANTIOQUIA,ARGELIA,2006,3,05055,Andina,9929,30.214523114110182
ANTIOQUIA,ARGELIA,2007,1,05055,Andina,9789,10.215548064153642
ANTIOQUIA,ARGELIA,2008,3,05055,Andina,9645,31.104199066874024
ANTIOQUIA,ARGELIA,2009,1,05055,Andina,9513,10.511931041732366
ANTIOQUIA,ARGELIA,2010,1,05055,Andina,9382,10.658708164570454
ANTIOQUIA,ARGELIA,2011,1,05055,Andina,9240,10.822510822510823
ANTIOQUIA,ARGELIA,2012,1,05055,Andina,9108,10.979358805445763
ANTIOQUIA,ARGELIA,2013,2,05055,Andina,8968,22.301516503122212
ANTIOQUIA,ARGELIA,2015,2,05055,Andina,8699,22.991148407862973
ANTIOQUIA,ARGELIA,2016,1,05055,Andina,8578,11.657729074376311
ANTIOQUIA,ARGELIA,2018,2,05055,Andina,7689,26.011184809468073
ANTIOQUIA,ARGELIA,2019,4,05055,Andina,7759,51.553035184946516
ANTIOQUIA,ARGELIA,2020,6,05055,Andina,7828,76.64793050587635
ANTIOQUIA,ARGELIA,2021,2,05055,Andina,7831,25.539522410930914
ANTIOQUIA,ARGELIA,2022,11,05055,Andina,7903,139.18765025939518
ANTIOQUIA,ARGELIA,2023,4,05055,Andina,7975,50.156739811912225
ANTIOQUIA,ARGELIA,2024,6,05055,Andina,8024,74.77567298105683
ANTIOQUIA,ARMENIA,2003,3,05059,Andina,5415,55.4016620498615
ANTIOQUIA,ARMENIA,2004,1,05059,Andina,5305,18.85014137606032
ANTIOQUIA,ARMENIA,2005,2,05059,Andina,5196,38.49114703618167
ANTIOQUIA,ARMENIA,2006,2,05059,Andina,5086,39.32363350373574
ANTIOQUIA,ARMENIA,2008,1,05059,Andina,4878,20.50020500205002
ANTIOQUIA,ARMENIA,2011,1,05059,Andina,4578,21.8435998252512
ANTIOQUIA,ARMENIA,2012,5,05059,Andina,4484,111.50758251561106
ANTIOQUIA,ARMENIA,2013,4,05059,Andina,4383,91.26169290440338
ANTIOQUIA,ARMENIA,2014,1,05059,Andina,4297,23.27205026762858
ANTIOQUIA,ARMENIA,2015,3,05059,Andina,4210,71.25890736342043
ANTIOQUIA,ARMENIA,2016,6,05059,Andina,4110,145.98540145985402
ANTIOQUIA,ARMENIA,2017,3,05059,Andina,4029,74.46016381236039
ANTIOQUIA,ARMENIA,2018,4,05059,Andina,5139,77.83615489394823
ANTIOQUIA,ARMENIA,2019,4,05059,Andina,5212,76.74597083653109
ANTIOQUIA,ARMENIA,2020,1,05059,Andina,5241,19.080328181644724
ANTIOQUIA,ARMENIA,2021,3,05059,Andina,5271,56.91519635742743
ANTIOQUIA,ARMENIA,2022,1,05059,Andina,5314,18.81821603312006
ANTIOQUIA,ARMENIA,2023,2,05059,Andina,5358,37.32736095558044
ANTIOQUIA,BARBOSA,2003,26,05079,Andina,41069,63.308091261048475
ANTIOQUIA,BARBOSA,2004,15,05079,Andina,41754,35.924701824974854
ANTIOQUIA,BARBOSA,2005,25,05079,Andina,42453,58.88865333427555
ANTIOQUIA,BARBOSA,2006,26,05079,Andina,43165,60.233985868180234
ANTIOQUIA,BARBOSA,2007,18,05079,Andina,43901,41.001343932940024
ANTIOQUIA,BARBOSA,2008,23,05079,Andina,44650,51.511758118701
ANTIOQUIA,BARBOSA,2009,13,05079,Andina,45414,28.625533976306865
ANTIOQUIA,BARBOSA,2010,23,05079,Andina,46177,49.80834614634991
ANTIOQUIA,BARBOSA,2011,34,05079,Andina,46954,72.4112961622013
ANTIOQUIA,BARBOSA,2012,45,05079,Andina,47722,94.29613176312812
ANTIOQUIA,BARBOSA,2013,52,05079,Andina,48503,107.20986330742429
ANTIOQUIA,BARBOSA,2014,49,05079,Andina,49274,99.44392580265453
ANTIOQUIA,BARBOSA,2015,37,05079,Andina,50052,73.92311995524653
ANTIOQUIA,BARBOSA,2016,12,05079,Andina,50836,23.605319065229367
ANTIOQUIA,BARBOSA,2017,18,05079,Andina,51617,34.87223201658369
ANTIOQUIA,BARBOSA,2018,21,05079,Andina,51969,40.40870518963228
ANTIOQUIA,BARBOSA,2019,14,05079,Andina,53026,26.402142345264586
ANTIOQUIA,BARBOSA,2020,31,05079,Andina,53996,57.411660122972066
ANTIOQUIA,BARBOSA,2021,31,05079,Andina,54639,56.73603104009956
ANTIOQUIA,BARBOSA,2022,15,05079,Andina,55137,27.204962185102566
ANTIOQUIA,BARBOSA,2023,19,05079,Andina,55649,34.142572193570416
ANTIOQUIA,BARBOSA,2024,11,05079,Andina,56103,19.606794645562626
ANTIOQUIA,BELLO,2003,258,05088,Andina,354967,72.68281276851089
ANTIOQUIA,BELLO,2004,162,05088,Andina,363229,44.59996310867249
ANTIOQUIA,BELLO,2005,116,05088,Andina,371625,31.214261688530105
ANTIOQUIA,BELLO,2006,103,05088,Andina,380105,27.0977756146328
ANTIOQUIA,BELLO,2007,111,05088,Andina,388401,28.57871117736566
ANTIOQUIA,BELLO,2008,78,05088,Andina,396665,19.663948167849444
ANTIOQUIA,BELLO,2009,104,05088,Andina,404895,25.685671593870016
ANTIOQUIA,BELLO,2010,88,05088,Andina,413186,21.297914256533378
ANTIOQUIA,BELLO,2011,86,05088,Andina,421576,20.399643243448395
ANTIOQUIA,BELLO,2012,119,05088,Andina,430034,27.672230567815568
ANTIOQUIA,BELLO,2013,92,05088,Andina,438577,20.976932214867627
ANTIOQUIA,BELLO,2014,97,05088,Andina,447185,21.691246352180865
ANTIOQUIA,BELLO,2015,100,05088,Andina,455865,21.93631886633104
ANTIOQUIA,BELLO,2016,100,05088,Andina,464614,21.52324295006177
ANTIOQUIA,BELLO,2017,82,05088,Andina,473423,17.320662494217647
ANTIOQUIA,BELLO,2018,79,05088,Andina,522264,15.126449458511404
ANTIOQUIA,BELLO,2019,135,05088,Andina,533963,25.28265067055208
ANTIOQUIA,BELLO,2020,115,05088,Andina,544549,21.118393386086467
ANTIOQUIA,BELLO,2021,59,05088,Andina,552073,10.686992481066817
ANTIOQUIA,BELLO,2022,55,05088,Andina,557071,9.873068244442809
ANTIOQUIA,BELLO,2023,55,05088,Andina,561955,9.787260545773238
ANTIOQUIA,BELLO,2024,49,05088,Andina,566456,8.650274690355474
